Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
50531218,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0241480744""","=""9780241480748""",0,Penguin,Hardcover,380,2021,2021,,2025/05/14,"to-read, mystery, not-bought","to-read (#86), mystery (#11), not-bought (#216)",to-read,,,,0,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",0,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,,2025/05/14,"to-read, mystery, not-bought","to-read (#85), mystery (#10), not-bought (#215)",to-read,,,,0,0
219304432,"A Cage of Kingdoms (Deliciously Dark Fairytales, #6)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,,Kindle Edition,539,2024,2024,,2025/05/14,"to-read, adult, not-bought, romantasy","to-read (#99), adult (#136), not-bought (#210), romantasy (#125)",to-read,,,,0,0
213072197,"A Cage of Crimson (Deliciously Dark Fairytales, #5)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,,ebook,479,2024,2024,,2025/05/14,"to-read, adult, not-bought, romantasy","to-read (#98), adult (#135), not-bought (#209), romantasy (#124)",to-read,,,,0,0
60370494,"A Queen of Ruin (Deliciously Dark Fairytales, #4)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,,Kindle Edition,752,2022,2022,,2025/05/14,"to-read, adult, not-bought, romantasy","to-read (#97), adult (#134), not-bought (#208), romantasy (#123)",to-read,,,,0,0
59606387,"A Kingdom of Ruin (Deliciously Dark Fairytales, #3)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,"Hazy Dawn Press, Inc.",Kindle Edition,594,2022,2021,,2025/05/14,"to-read, adult, not-bought, romantasy","to-read (#96), adult (#133), not-bought (#207), romantasy (#122)",to-read,,,,0,0
59073456,"A Throne of Ruin (Deliciously Dark Fairytales, #2)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,"Hazy Dawn Press, Inc.",Kindle Edition,620,2021,2021,,2025/05/14,"to-read, adult, not-bought, romantasy","to-read (#95), adult (#132), not-bought (#206), romantasy (#121)",to-read,,,,0,0
58785677,"A Ruin of Roses (Deliciously Dark Fairytales, #1)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,Independently Published,Kindle Edition,386,2021,2021,,2025/05/14,"to-read, adult, not-bought, romantasy","to-read (#94), adult (#131), not-bought (#205), romantasy (#120)",to-read,,,,0,0
207574414,Return of Eve (Emilia of the Solstice Realm Book 1),Daphne Paige,"Paige, Daphne",,"=""""","=""""",0,Popcorn Publishing,Kindle Edition,356,2024,,,2025/05/14,"to-read, not-bought, romantasy","to-read (#101), not-bought (#204), romantasy (#119)",to-read,,,,0,0
219209851,"The Things Gods Break (The Crucible, #2)",Abigail Owen,"Owen, Abigail",,"=""164937853X""","=""9781649378538""",0,Entangled: Red Tower Books,Hardcover,528,2025,2025,,2025/05/17,"to-read, adult, greek, not-bought, romantasy","to-read (#110), adult (#130), greek (#18), not-bought (#203), romantasy (#118)",to-read,,,,0,0
197363933,"The Games Gods Play (The Crucible, #1)",Abigail Owen,"Owen, Abigail",,"=""1649376561""","=""9781649376565""",0,Entangled: Red Tower Books,Hardcover,509,2024,2024,,2025/05/17,"to-read, adult, greek, not-bought, romantasy","to-read (#109), adult (#129), greek (#17), not-bought (#202), romantasy (#117)",to-read,,,,0,0
57932307,"One of Us Is Back (One of Us Is Lying, #3)",Karen M. McManus,"McManus, Karen M.",,"=""0593485033""","=""9780593485033""",0,Delacorte,Kindle Edition,368,2023,2023,,2025/07/24,"to-read, bought, mystery","to-read (#113), bought (#60), mystery (#9)",to-read,,,,0,0
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,"McManus, Karen M.",,"=""0525707964""","=""9780525707967""",0,Delacorte Press for Young Readers,Hardcover,377,2020,2020,,2025/07/24,"to-read, bought, mystery","to-read (#112), bought (#59), mystery (#8)",to-read,,,,0,0
58679358,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""0593565371""","=""9780593565377""",0,Delacorte Press,Hardcover,416,2021,2017,,2025/07/24,"to-read, bought, mystery","to-read (#111), bought (#58), mystery (#7)",to-read,,,,0,0
204693907,Graves,Katelyn Taylor,"Taylor, Katelyn",,"=""""","=""""",0,Stomill Books,Kindle Edition,457,2024,2024,,2025/08/22,"to-read, adult, contemporary, not-bought","to-read (#114), adult (#128), contemporary (#57), not-bought (#201)",to-read,,,,0,0
215999522,"God of War (Legacy of Gods, #6)",Rina Kent,"Kent, Rina",,"=""1464237417""","=""9781464237416""",0,Bloom Books,Paperback,592,2025,2024,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#121), adult (#127), contemporary (#56), not-bought (#200)",to-read,,,,0,0
213775782,"God of Fury (Legacy of Gods, #5)",Rina Kent,"Kent, Rina",,"=""1464237409""","=""9781464237409""",0,Bloom Books,Paperback,624,2025,2023,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#120), adult (#126), contemporary (#55), not-bought (#199)",to-read,,,,0,0
213775776,"God of Ruin (Legacy of Gods, #4)",Rina Kent,"Kent, Rina",,"=""1464237328""","=""9781464237324""",0,Bloom Books,Paperback,528,2025,2023,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#119), adult (#125), contemporary (#54), not-bought (#198)",to-read,,,,0,0
212438137,"God of Wrath (Legacy of Gods, #3)",Rina Kent,"Kent, Rina",,"=""1464237263""","=""9781464237263""",0,Bloom Books,Paperback,592,2024,2022,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#118), adult (#124), contemporary (#53), not-bought (#197)",to-read,,,,0,0
212438144,"God of Pain (Legacy of Gods, #2)",Rina Kent,"Kent, Rina",,"=""1464237212""","=""9781464237218""",0,Bloom Books,Paperback,528,2024,2022,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#117), adult (#123), contemporary (#52), not-bought (#196)",to-read,,,,0,0
214298303,"God of Malice (Legacy of Gods, #1)",Rina Kent,"Kent, Rina",,"=""1464238863""","=""9781464238864""",0,Bloom Books,Paperback,576,2024,2022,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#116), adult (#122), contemporary (#51), not-bought (#195)",to-read,,,,1,0
208177256,Psychotic Obsession (The Edge of Darkness Trilogy),Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",0,,Kindle Edition,442,2025,2025,,2025/08/24,"to-read, adult, contemporary, not-bought","to-read (#122), adult (#121), contemporary (#50), not-bought (#194)",to-read,,,,0,0
60909286,"Unbroken Bonds (The Bonds That Tie, #6)",J. Bree,"Bree, J.",,"=""""","=""""",0,Amazon Digital Services,Kindle Edition,542,2022,2022,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#80), adult (#117), not-bought (#190), romantasy (#116)",to-read,,,,0,0
60654360,"Tragic Bonds (The Bonds That Tie, #5)",J. Bree,"Bree, J.",,"=""""","=""""",0,,Kindle Edition,542,2022,2022,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#81), adult (#116), not-bought (#189), romantasy (#115)",to-read,,,,0,0
59819111,"Forced Bonds (The Bonds That Tie, #4)",J. Bree,"Bree, J.",,"=""""","=""""",0,,Kindle Edition,541,2022,2022,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#79), adult (#115), not-bought (#188), romantasy (#114)",to-read,,,,0,0
59056313,"Blood Bonds (The Bonds that Tie, #3)",J. Bree,"Bree, J.",,"=""""","=""""",0,,Kindle Edition,541,2021,2021,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#78), adult (#114), not-bought (#187), romantasy (#113)",to-read,,,,0,0
58410164,"Savage Bonds (The Bonds that Tie, #2)",J. Bree,"Bree, J.",,"=""""","=""""",0,,Kindle Edition,500,2021,2021,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#77), adult (#113), not-bought (#186), romantasy (#112)",to-read,,,,0,0
58081613,"Broken Bonds (The Bonds that Tie, #1)",J. Bree,"Bree, J.",,"=""""","=""""",0,Independently Published,Kindle Edition,289,2021,2021,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#76), adult (#112), not-bought (#185), romantasy (#111)",to-read,,,,0,0
58511154,"Empire of Lust (Empire, #4)",Rina Kent,"Kent, Rina",,"=""168545142X""","=""9781685451424""",0,"Blackthorn Books, LLC",Kindle Edition,403,2022,2022,,2024/12/05,"to-read, adult, contemporary, not-bought","to-read (#72), adult (#111), contemporary (#46), not-bought (#184)",to-read,,,,0,0
58511146,"Empire of Hate (Empire, #3)",Rina Kent,"Kent, Rina",,"=""1685451411""","=""9781685451417""",0,"Blackthorn Books, LLC",Kindle Edition,384,2022,2022,,2024/12/05,"to-read, adult, contemporary, not-bought","to-read (#71), adult (#110), contemporary (#45), not-bought (#183)",to-read,,,,0,0
58511140,"Empire of Sin (Empire, #2)",Rina Kent,"Kent, Rina",,"=""1685451403""","=""9781685451400""",0,"Blackthorn Books, LLC",Kindle Edition,406,2022,2022,,2024/12/05,"to-read, adult, contemporary, not-bought","to-read (#70), adult (#109), contemporary (#44), not-bought (#182)",to-read,,,,0,0
124928087,"Empire of Desire (Empire, #1)",Rina Kent,"Kent, Rina",,"=""168545139X""","=""9781685451394""",0,"Blackthorn Books, LLC",Kindle Edition,368,2023,2021,,2024/12/05,"to-read, adult, contemporary, not-bought","to-read (#69), adult (#108), contemporary (#43), not-bought (#181)",to-read,,,,0,0
75712384,"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,Luna Fox Press,Kindle Edition,348,2023,2023,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#65), adult (#107), not-bought (#180), romantasy (#110)",to-read,,,,0,0
229074526,"Prince of the Arena (Beasts of the Briar, #1.5)",Elizabeth Helen,"Helen, Elizabeth",,"=""1998945103""","=""9781998945108""",0,Luna Fox Press LTD.,Kindle Edition,170,2025,2025,,2025/10/30,"to-read, adult, not-bought, romantasy","to-read (#189), adult (#106), not-bought (#179), romantasy (#109)",to-read,,,,0,0
105733384,"Woven by Gold (Beasts of the Briar, #2)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827933""","=""9781738827930""",0,Luna Fox Press,Kindle Edition,554,2023,2023,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#66), adult (#105), not-bought (#178), romantasy (#108)",to-read,,,,0,0
162931104,"Forged by Malice (Beasts of the Briar, #3)",Elizabeth Helen,"Helen, Elizabeth",,"=""1998945014""","=""9781998945016""",0,Luna Fox Press,Kindle Edition,596,2023,2023,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#67), adult (#104), not-bought (#177), romantasy (#107)",to-read,,,,0,0
204083221,"Broken by Daylight (Beasts of the Briar, #4)",Elizabeth Helen,"Helen, Elizabeth",,"=""""","=""""",0,Luna Fox Press,Kindle Edition,672,2024,2024,,2024/12/05,"to-read, adult, not-bought, romantasy","to-read (#68), adult (#103), not-bought (#176), romantasy (#106)",to-read,,,,0,0
234508454,"Frozen by Stardust (Beasts of the Briar, #5)",Elizabeth Helen,"Helen, Elizabeth",,"=""1998945138""","=""9781998945139""",0,Luna Fox Press LTD,Kindle Edition,705,2026,2026,,2025/10/30,"to-read, adult, not-bought, romantasy","to-read (#188), adult (#102), not-bought (#175), romantasy (#105)",to-read,,,,0,0
227786648,Grim and Oro (Lightlark),Alex Aster,"Aster, Alex",,"=""1419785621""","=""9781419785627""",0,Harry N. Abrams,Hardcover,504,2025,2025,,2025/10/30,"to-read, not-bought, romantasy","to-read (#187), not-bought (#174), romantasy (#104)",to-read,,,,0,0
214073115,"Us Deadly Few (Us Dark Few, #2)",Alexis Patton,"Patton, Alexis",,"=""""","=""9798988117834""",0,,Kindle Edition,353,2024,2024,,2025/10/30,"to-read, dystopian, not-bought, sci-fi","to-read (#186), dystopian (#35), not-bought (#173), sci-fi (#2)",to-read,,,,0,0
174057601,"Us Dark Few (Us Dark Few, #1)",Alexis Patton,"Patton, Alexis",,"=""""","=""9798988117803""",0,Alexis Patton,Kindle Edition,321,2023,2023,,2025/10/30,"to-read, dystopian, not-bought, sci-fi","to-read (#185), dystopian (#34), not-bought (#172), sci-fi (#1)",to-read,,,,0,0
239069766,Untitled (Shard Daughters #2),Jinapher J. Hoffman,"Hoffman, Jinapher J.",,"=""""","=""""",0,,Kindle Edition,,2026,,,2025/10/30,"to-read, adult, not-bought, romantasy","to-read (#184), adult (#101), not-bought (#171), romantasy (#103)",to-read,,,,0,0
215587837,The Shard & The Serpent (Shard Daughters #1),Jinapher J. Hoffman,"Hoffman, Jinapher J.",,"=""""","=""""",0,,Kindle Edition,630,2025,,,2025/10/30,"to-read, adult, not-bought, romantasy","to-read (#183), adult (#100), not-bought (#170), romantasy (#102)",to-read,,,,0,0
216623880,"The Jasad Crown (The Scorched Throne, #2)",Sara  Hashem,"Hashem, Sara",,"=""0356520420""","=""9780356520421""",0,Orbit,Kindle Edition,681,2025,2025,,2025/10/29,"to-read, not-bought, romantasy","to-read (#182), not-bought (#169), romantasy (#101)",to-read,,,,0,0
60581370,"The Jasad Heir (The Scorched Throne, #1)",Sara  Hashem,"Hashem, Sara",,"=""0316477869""","=""9780316477864""",0,Orbit Books,Paperback,523,2023,2023,,2025/10/29,"to-read, not-bought, romantasy","to-read (#181), not-bought (#168), romantasy (#100)",to-read,,,,0,0
198954263,"Restless Stars (Zodiac Academy, #9)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,1109,2024,2024,,2025/10/29,"to-read, adult, dark-academia, not-bought, romantasy","to-read (#180), adult (#99), dark-academia (#11), not-bought (#167), romantasy (#99)",to-read,,,,0,0
177899172,"Beyond the Veil (Zodiac Academy, #8.5)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,416,2023,2023,,2025/10/29,"to-read, adult, dark-academia, not-bought, romantasy","to-read (#179), adult (#98), dark-academia (#10), not-bought (#166), romantasy (#98)",to-read,,,,0,0
59808792,"Sorrow and Starlight (Zodiac Academy, #8)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,Amazon Digital Services,Kindle Edition,1242,2022,2022,,2025/10/29,"to-read, adult, dark-academia, not-bought, romantasy","to-read (#178), adult (#97), dark-academia (#9), not-bought (#165), romantasy (#97)",to-read,,,,0,0
56474282,"Heartless Sky (Zodiac Academy, #7)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,Amazon Digital Services,Kindle Edition,991,2021,2021,,2025/10/29,"to-read, adult, dark-academia, not-bought, romantasy","to-read (#177), adult (#96), dark-academia (#8), not-bought (#164), romantasy (#96)",to-read,,,,0,0
53535526,"Fated Throne (Zodiac Academy, #6)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,823,2020,2020,,2025/10/29,"to-read, not-bought, romantasy, adult, dark-academia","to-read (#176), not-bought (#163), romantasy (#95), adult (#95), dark-academia (#7)",to-read,,,,0,0
50391615,"Cursed Fates (Zodiac Academy, #5)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,886,2020,2020,,2025/10/29,"to-read, not-bought, romantasy, adult, dark-academia","to-read (#175), not-bought (#162), romantasy (#94), adult (#94), dark-academia (#6)",to-read,,,,0,0
53146871,"Shadow Princess (Zodiac Academy, #4)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,724,2020,2020,,2025/10/29,"to-read, not-bought, romantasy, adult, dark-academia","to-read (#174), not-bought (#161), romantasy (#93), adult (#93), dark-academia (#5)",to-read,,,,0,0
49551172,"The Reckoning (Zodiac Academy, #3)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,562,2019,2019,,2025/10/29,"to-read, not-bought, romantasy, adult, dark-academia","to-read (#173), not-bought (#160), romantasy (#92), adult (#92), dark-academia (#4)",to-read,,,,0,0
51966347,"Ruthless Fae (Zodiac Academy, #2)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,King's Hollow,Kindle Edition,475,2019,2019,,2025/10/29,"to-read, not-bought, romantasy, adult, dark-academia","to-read (#172), not-bought (#159), romantasy (#91), adult (#91), dark-academia (#3)",to-read,,,,0,0
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,Dark Ink Publishing,Kindle Edition,436,2019,2019,,2025/10/29,"to-read, not-bought, romantasy, adult, dark-academia","to-read (#171), not-bought (#158), romantasy (#90), adult (#90), dark-academia (#2)",to-read,,,,0,0
14061957,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,Henry Holt and Company,Hardcover,432,2014,2014,,2025/05/14,"to-read, not-bought, romantasy","to-read (#106), not-bought (#157), romantasy (#89)",to-read,,,,0,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,Henry Holt and Company,Hardcover,435,2013,2013,,2025/05/14,"to-read, not-bought, romantasy","to-read (#105), not-bought (#156), romantasy (#88)",to-read,,,,0,0
17997353,"The Tailor (The Shadow and Bone Trilogy, #1.5)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,Holt Children's/Macmillan,ebook,18,2013,2013,,2025/05/14,"to-read, not-bought, romantasy","to-read (#104), not-bought (#155), romantasy (#87)",to-read,,,,0,0
37834723,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""0805094598""","=""9780805094596""",0,Henry Holt,Hardcover,358,2017,2012,,2025/05/14,"to-read, not-bought, romantasy","to-read (#103), not-bought (#154), romantasy (#86)",to-read,,,,0,0
59785164,"Demon in the Wood (Grishaverse, #0)",Leigh Bardugo,"Bardugo, Leigh",Dani Pendergast,"=""1250624649""","=""9781250624642""",0,Roaring Brook Press,Hardcover,203,2022,2022,,2025/05/14,"to-read, not-bought, romantasy","to-read (#102), not-bought (#153), romantasy (#85)",to-read,,,,0,0
242232422,"A Darker Shore: Letters from Ketterdam (Six of Crows, #2.5)",Leigh Bardugo,"Bardugo, Leigh",E.K. Belsher,"=""""","=""9798337404356""",0,Insight Editions,Hardcover,64,2026,2026,,2025/10/29,"to-read, not-bought, romantasy","to-read (#170), not-bought (#152), romantasy (#84)",to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,Orion Children's Books,Kindle Edition,561,2016,2016,,2025/05/14,"to-read, not-bought, romantasy","to-read (#108), not-bought (#151), romantasy (#83)",to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",0,Henry Holt & Company,Hardcover,465,2015,2015,,2025/05/14,"to-read, not-bought, romantasy","to-read (#107), not-bought (#150), romantasy (#82)",to-read,,,,0,0
210223811,Katabasis,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,HarperVoyager,Kindle Edition,559,2025,2025,,2025/10/29,"to-read, fantasy, not-bought, dark-academia","to-read (#169), fantasy (#25), not-bought (#149), dark-academia (#1)",to-read,,,,0,0
43521352,"Find Me (Shatter Me, #4.5-5.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062906283""","=""9780062906281""",0,Storytide,Paperback,224,2019,2019,,2025/10/29,"to-read, bought, dystopian","to-read (#168), bought (#57), dystopian (#33)",to-read,,,,0,0
18481271,"Unite Me (Shatter Me, #1.5-2.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062327968""","=""9780062327963""",0,HarperTeen,Paperback,197,2014,2014,,2025/10/29,"bought, dystopian","bought (#56), dystopian (#32)",read,,,,1,0
20829994,Percy Jackson's Greek Gods,Rick Riordan,"Riordan, Rick",John Rocco,"=""""","=""""",4.0,Disney Hyperion Digital,Kindle Edition,417,2014,2014,2025/10/28,2024/12/05,"bought, fantasy, greek","bought (#52), fantasy (#5), greek (#15)",read,,,,1,0
238109597,"Crown of Storm and Silence (Kingdom of Shadows, #2)",M.F. Grace,"Grace, M.F.",Maya Basol,"=""""","=""""",0,,Kindle Edition,480,2025,,,2025/10/26,"to-read, adult, not-bought, romantasy","to-read (#167), adult (#89), not-bought (#148), romantasy (#81)",to-read,,,,0,0
234317693,"Crown of Light and Ashes (Kingdom of Shadows, #1)",M.F. Grace,"Grace, M.F.",Maya Basol,"=""""","=""""",0,,Kindle Edition,374,2025,2025,,2025/10/26,"to-read, adult, not-bought, romantasy","to-read (#166), adult (#88), not-bought (#147), romantasy (#80)",to-read,,,,0,0
227556,How to Read Better and Faster,Norman  Lewis,"Lewis, Norman",,"=""0690015283""","=""9780690015287""",0,Ty Crowell Co,Hardcover,239,1978,1951,,2025/10/24,"to-read, nonfiction","to-read (#165), nonfiction (#5)",to-read,,,,0,0
25419708,Speak Better Write Better,Norman  Lewis,"Lewis, Norman",,"=""8183074146""","=""9788183074148""",0,Goyal Publishers,Paperback,218,2011,,,2025/10/24,"to-read, nonfiction","to-read (#164), nonfiction (#4)",to-read,,,,0,0
827597,Word Power Made Easy,Norman  Lewis,"Lewis, Norman",,"=""067174190X""","=""9780671741907""",0,Pocket Books,Mass Market Paperback,686,1991,1949,,2025/10/24,"to-read, bought, nonfiction","to-read (#163), bought (#54), nonfiction (#3)",to-read,,,,0,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",0,New World Library,Paperback,229,2004,1997,,2025/10/24,"to-read, nonfiction","to-read (#162), nonfiction (#2)",to-read,,,,0,0
181530515,Arcane,Jarah Aurel,"Aurel, Jarah",,"=""3757821556""","=""9783756265824""",0,Bod.ch,Kindle Edition,494,2023,2023,,2025/05/14,"to-read, not-bought, romantasy","to-read (#93), not-bought (#146), romantasy (#79)",to-read,,,,0,0
58483123,"The Primal of Blood and Bone (Blood and Ash, #6)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,Blue Box Press,ebook,1292,2025,2025,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#161), adult (#87), not-bought (#145), romantasy (#78)",to-read,,,,0,0
63847274,"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568461""","=""9781957568461""",0,Blue Box Press,Kindle Edition,642,2023,2023,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#160), adult (#86), not-bought (#144), romantasy (#77)",to-read,,,,0,0
57815107,"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457726""","=""9781952457722""",0,Blue Box Press,ebook,628,2022,2022,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#159), adult (#85), not-bought (#143), romantasy (#76)",to-read,,,,0,0
55240343,"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457254""","=""9781952457258""",0,Blue Box Press,Paperback,645,2021,2021,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#158), adult (#84), not-bought (#142), romantasy (#75)",to-read,,,,0,0
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457106""","=""9781952457104""",0,Blue Box Press,Kindle Edition,637,2020,2020,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#157), adult (#83), not-bought (#141), romantasy (#74)",to-read,,,,0,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",0,Blue Box Press,ebook,622,2020,2020,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#156), adult (#82), not-bought (#140), romantasy (#73)",to-read,,,,0,0
240382002,"Game On (Into Darkness, #3)",Navessa Allen,"Allen, Navessa",,"=""1638932271""","=""9781638932277""",0,Slowburn,Paperback,384,2026,2026,,2025/10/23,"to-read, adult, contemporary, not-bought","to-read (#155), adult (#81), contemporary (#42), not-bought (#139)",to-read,,,,0,0
220207768,"Caught Up (Into Darkness, #2)",Navessa Allen,"Allen, Navessa",,"=""1638932255""","=""9781638932253""",0,Slowburn,Paperback,352,2025,2025,,2025/10/23,"to-read, adult, contemporary, not-bought","to-read (#154), adult (#80), contemporary (#41), not-bought (#138)",to-read,,,,0,0
210722967,"Hexed (Never After, #6)",Emily McIntire,"McIntire, Emily",,"=""1728275865""","=""9781728275864""",0,Bloom Books,Paperback,544,2024,2024,,2024/12/05,"to-read, adult, not-bought, contemporary","to-read (#61), adult (#73), not-bought (#126), contemporary (#40)",to-read,,,,0,0
80340956,"Crossed (Never After, #5)",Emily McIntire,"McIntire, Emily",,"=""""","=""""",0,,Kindle Edition,418,2023,2023,,2024/12/05,"to-read, adult, not-bought, contemporary","to-read (#60), adult (#72), not-bought (#125), contemporary (#39)",to-read,,,,0,0
61434791,"Twisted (Never After, #4)",Emily McIntire,"McIntire, Emily",,"=""""","=""9798985138085""",0,Emily McIntire,Kindle Edition,366,2023,2023,,2024/12/05,"to-read, adult, not-bought, contemporary","to-read (#59), adult (#71), not-bought (#124), contemporary (#38)",to-read,,,,0,0
60601111,"Wretched (Never After, #3)",Emily McIntire,"McIntire, Emily",,"=""""","=""9798985138054""",0,,Kindle Edition,282,2022,2022,,2024/12/05,"to-read, adult, not-bought, contemporary","to-read (#58), adult (#70), not-bought (#123), contemporary (#37)",to-read,,,,0,0
59512586,"Scarred (Never After, #2)",Emily McIntire,"McIntire, Emily",,"=""""","=""9798985138047""",0,,Kindle Edition,447,2022,2022,,2024/12/05,"to-read, adult, not-bought, contemporary","to-read (#57), adult (#69), not-bought (#122), contemporary (#36)",to-read,,,,0,0
58545703,"Hooked (Never After, #1)",Emily McIntire,"McIntire, Emily",,"=""173750832X""","=""9781737508328""",0,"McIntire Publishing, Co.",Kindle Edition,312,2021,2021,,2024/12/05,"to-read, adult, not-bought, contemporary","to-read (#56), adult (#68), not-bought (#121), contemporary (#35)",to-read,,,,0,0
232363216,"Daemonica (Wicked Games, #3)",Kaylie Smith,"Smith, Kaylie",,"=""153877481X""","=""9781538774816""",0,Forever,Paperback,448,,,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#153), adult (#79), not-bought (#137), romantasy (#72)",to-read,,,,0,0
217182344,"Enchantra (Wicked Games, #2)",Kaylie Smith,"Smith, Kaylie",,"=""1538770806""","=""9781538770801""",0,Forever,Paperback,448,2025,2025,,2025/10/23,"to-read, adult, not-bought, romantasy","to-read (#152), adult (#78), not-bought (#136), romantasy (#71)",to-read,,,,0,0
204593914,"Phantasma (Wicked Games, #1)",Kaylie Smith,"Smith, Kaylie",,"=""1538769255""","=""9781538769256""",0,Forever,Paperback,497,2024,2024,,2025/10/23,"adult, not-bought, romantasy, to-read","adult (#46), not-bought (#74), romantasy (#33), to-read (#151)",to-read,,,,0,0
